3,11.6,6.3,0,0
3,15.2,4.9,0,0
3,10.6,4,0,0
8,19.6,3.1,0,0
8,10.3,2.2,0,0
8,17.1,5.4,0,0
9,22.5,5.4,0,0
9,17.9,3.1,0,0
9,19.8,5.4,0,0
10,20.6,5.4,0,0
3,9,2.2,0,0
9,17.2,3.1,0,0
10,15.9,3.6,0,0
10,15.4,0.9,0,0
2,15.4,2.7,0,0
3,14,3.1,0,0
3,10.6,4.9,0,0
9,17.6,3.1,0,0
3,14.9,2.7,0,0
8,17.6,5.8,0,0
9,17.2,1.3,0,0
9,15.6,3.1,0,0
7,18,2.7,0,0.36
9,21.7,2.2,0,0.43
9,21.9,1.8,0,0.47
8,23.3,4.5,0,0.55
8,21.2,8.9,0,0.61
7,16.6,5.4,0,0.71
8,23.8,5.4,0,0.77
8,27.4,4,0,0.9
3,13.2,5.4,0,0.95
9,24.2,3.6,0,0.96
8,17.4,6.7,0,1.07
9,23.7,4.5,0,1.12
6,23.2,5.4,0,1.19
7,24.8,2.2,0,1.36
7,24.6,1.8,0,1.43
9,20.1,4.9,0,1.46
9,29.6,2.7,0,1.46
8,16.4,1.3,0,1.56
9,28.6,2.2,0,1.61
8,18.4,3.6,0,1.63
8,20.5,4,0,1.64
9,19,5.8,0,1.69
3,16.1,3.1,0,1.75
8,20.3,4,0,1.9
3,15.2,8.5,0,1.94
9,17.8,1.8,0,1.95
9,17.8,2.2,0,2.01
3,5.3,4.5,0,2.14
8,16.6,0.9,0,2.29
8,23.4,4.5,0,2.51
3,14.6,9.4,0,2.53
8,20.7,2.2,0,2.55
9,21.9,1.8,0,2.57
8,17.4,4,0,2.69
8,20.1,5.4,0,2.74
9,17.7,2.2,0,3.07
8,14.2,1.8,0,3.5
8,20.3,4.9,0,4.53
4,5.8,5.8,0,4.61
8,19.2,2.7,0,4.69
9,18.3,2.2,0,4.88
8,14.4,5.4,0,5.23
9,23.9,6.7,0,5.33
10,19.1,4,0,5.44
2,12.4,2.2,0,6.38
10,16.8,4.5,0,6.83
8,20.8,4.9,0,6.96
9,17.6,3.1,0,7.04
3,11.5,5.8,0,7.19
9,21,2.2,0,7.3
3,13.3,0.9,0,7.4
3,11.5,4,0,8.24
3,11.7,4,0,8.31
8,24.2,2.7,0,8.68
8,24.6,4.5,0,8.71
9,24.3,4,0,9.41
8,24.6,4.5,0,10.01
8,23.5,5.4,0,10.02
4,5.8,5.8,0,10.93
9,21.5,0.9,0,11.06
9,13.9,6.3,0,11.24
9,22.6,3.6,0,11.32
9,21.6,2.2,0,11.53
3,12.4,3.6,0,12.1
2,8.8,2.2,0,13.05
10,20.2,2.7,0,13.7
3,15.1,4,0,13.99
9,22.1,1.8,0,14.57
8,22.9,7.2,0,15.45
9,20.7,2.2,0,17.2
9,19.6,6.3,0,19.23
9,23.2,4.9,0,23.41
10,18.4,3.1,0,24.23
8,5.1,5.8,0,26
9,20.1,4.9,0,26.13
3,11,5.8,0,27.35
3,17,4.9,0,28.66
3,17,4.9,0,28.66
9,16.9,1.3,0,29.48
9,12.4,6.3,0,30.32
9,19.4,1.3,0,31.72
3,15.2,3.1,0,31.86
8,16.2,3.1,0,32.07
9,18.6,3.6,0,35.88
3,11,5.8,0,36.85
7,13.4,3.6,0,37.02
9,15.4,4.5,0,37.71
9,22.9,4.9,0,48.55
10,16.1,4,0,49.37
8,20.1,4.5,0,58.3
9,28.3,3.1,0,64.1
8,16.4,4,0,71.3
9,26.4,4.5,0,88.49
9,27.8,3.1,0,95.18
9,18.7,2.7,0,103.39
9,24.3,3.1,0,105.66
9,17.7,3.1,0,154.88
8,19.6,5.8,0,196.48
9,18.2,1.8,0,200.94
9,18.8,2.2,0,212.88
9,25.1,4,0,1090.84
4,13.4,1.8,0,0
4,15.2,2.7,0,0
4,16.7,3.1,0,0
8,15.4,4,0,10.13
8,21.9,7.6,1,0
8,22.4,7.6,0,2.87
8,26.8,6.3,0,0.76
8,25.7,5.4,0,0.09
8,20.7,2.2,0,0.75
8,28.7,2.7,0,0
8,21.7,0.4,0,2.47
8,26.8,3.1,0,0.68
8,24,3.1,0,0.24
8,22.1,3.6,0,0.21
8,21.4,2.7,0,1.52
8,18.9,3.1,0,10.34
8,22.3,4,0,0
8,23.9,2.2,0,8.02
8,21.4,2.7,0,0.68
8,20.6,0.9,0,0
8,23.7,1.8,0,1.38
8,28.3,4,0,8.85
8,11.2,7.6,0,3.3
8,21.4,3.1,0,4.25
8,19.3,3.6,0,1.56
8,21.8,3.1,0,6.54
8,22.1,7.6,0,0.79
8,19.4,4,0,0.17
8,23.7,3.1,0,0
8,21,3.1,0,0
8,19.1,2.7,0,4.4
8,21.8,3.1,0,0.52
8,20.1,4.5,0,9.27
8,20.2,4,0,3.09
12,4.8,8.5,0,8.98
12,5.1,8,0,11.19
12,5.1,4.9,0,5.38
12,4.6,8.5,0,17.85
12,4.6,8.5,0,10.73
12,4.6,8.5,0,22.03
12,4.6,8.5,0,9.77
12,2.2,4.9,0,9.27
12,5.1,8.5,0,24.77
2,4.2,4,0,0
2,8.8,3.1,0,1.1
2,7.5,8,0,24.24
7,23.4,6.3,0,0
7,12.6,7.6,0.2,0
7,22.1,2.7,0,0
7,24.2,1.8,0,0
7,24.3,1.8,0,0
7,18.7,1.8,0,0
7,25.3,0.9,0,8
7,22.9,1.3,0,2.64
7,26.9,5.4,0,86.45
7,17.1,3.6,0,6.57
6,22.2,1.3,0,0
6,14.3,1.8,0,0.9
6,15.4,2.2,0,0
6,19.6,4.9,0,0
6,10.6,2.7,0,0
6,20.7,4.9,0,0
6,19.1,5.4,0,3.52
6,19.2,4.5,0,0
6,19.2,4.5,0,0
5,11.3,4.9,0,0
9,19,2.2,0,0
9,17.1,5.4,0,0.41
9,23.8,3.6,0,5.18
9,16,1.8,0,0
9,24.9,2.2,0,0
9,25.3,2.7,0,0
9,24.8,1.8,0,14.29
9,12.2,6.3,0,0
9,24.3,4.9,0,0
9,19.7,1.8,0,1.58
9,18.5,2.7,0,0
9,18.6,5.8,0,0
9,19.2,4.9,0,3.78
9,21.6,2.2,0,0
9,21.6,6.3,0,4.41
9,18.9,7.2,0,34.36
9,16.8,4,0,7.21
9,16.8,4,0,1.01
9,12.9,2.7,0,2.18
9,13.7,1.8,0,4.42
9,24.2,3.1,0,0
9,24.1,3.1,0,0
9,21.2,2.2,0,0
9,19.7,1.8,0,0
9,23.5,4,0,3.33
9,24.2,3.1,0,6.58
9,21.5,4.5,0,15.64
9,17.1,2.2,0,11.22
9,18.1,3.1,0,2.13
9,18,5.4,0,0
9,9.8,1.8,0,0
9,19.3,2.2,0,0
9,23,2.2,0,56.04
9,22.7,2.2,0,7.48
9,20.4,1.8,0,1.47
9,19.3,2.2,0,3.93
9,15.7,2.2,0,0
9,20.6,1.8,0,0
9,15.9,4.5,0,2.18
9,12.2,4.9,0,6.1
9,16.8,3.1,0,5.83
9,21.3,2.2,0,28.19
9,10.1,3.6,0,0
9,17.4,4.5,0,0
9,12.8,3.6,0,1.64
9,10.1,3.6,0,3.71
9,15.4,6.3,0,7.31
9,20.6,3.6,0,2.03
9,19.8,2.7,0,1.72
9,18.7,2.2,0,5.97
9,20.8,4.9,0,13.06
9,20.8,4.9,0,1.26
9,15.9,3.6,0,0
9,19.7,2.7,0,0
9,21.1,2.2,0,8.12
9,18.4,2.2,0,1.09
9,17.3,4,0,3.94
9,15.2,3.1,0,0.52
9,15.9,2.2,0,2.93
9,21.1,2.7,0,5.65
9,19.6,3.1,0,20.03
9,15.9,5.4,0,1.75
9,16.4,3.6,0,0
9,16.8,4.9,0,12.64
9,13.8,7.6,0,0
9,13.8,7.6,0,11.06
7,14.2,4,0,0
8,10.4,0.9,0,0
8,20.3,2.7,0,0
9,10.3,4,0,18.3
9,15.4,4.9,0,39.35
8,21.1,2.2,0,0
8,21.9,2.2,0,174.63
3,8.7,5.8,0,0
1,5.2,0.9,0,0
7,19.3,7.2,0,7.73
8,16.2,2.7,0,16.33
8,28.2,1.8,0,5.86
8,20.5,2.7,0,42.87
8,21.3,4.5,0,12.18
8,20.9,2.2,0,16
9,20.6,5.4,0,24.59
3,11.6,5.4,0,0
8,23.3,3.1,0,28.74
8,23.3,3.1,0,0
2,7.5,6.3,0,9.96
9,20.7,2.7,0,30.18
9,21.9,4,0,70.76
3,15.2,7.6,0,0
2,5.3,1.8,0,0
2,10.1,1.8,0,51.78
9,20.4,4.9,0,3.64
8,24.3,3.6,0,3.63
8,25.9,3.1,0,0
6,28,4.5,0,0
6,28,4.5,0,8.16
9,22.8,4,0,4.95
8,25,4,0,0
8,21.3,3.6,0,0
9,21.8,2.2,0,6.04
8,27.9,2.2,0,0
9,17,4.9,0,3.95
2,14.2,4,0,0
9,19.9,3.1,0,7.8
7,23.4,5.4,0,0
2,14.7,2.7,0,0
2,8.2,9.4,0,4.62
7,22.8,4.5,0,1.63
8,26.4,3.6,0,0
8,24.1,4,0,0
8,27.5,4.9,0,746.28
7,26.3,3.1,0,7.02
3,13.8,5.8,0,0
8,24.9,5.4,0,2.44
8,24.8,4,0,3.05
8,26.2,4.5,0,185.76
8,30.8,4.5,0,0
7,29.3,3.6,0,6.3
9,22.3,4,0,0.72
8,26.9,3.6,0,4.96
8,20.4,2.2,0,0
8,20.4,2.2,0,0
8,27.9,2.2,0,2.35
8,26.2,5.8,0,0
8,24.6,4,0,3.2
9,19.4,3.6,0,0
8,23.3,4,0,6.36
8,23.9,6.7,0,0
8,20.9,4.9,0,15.34
8,22.2,3.6,0,0
7,23.8,1.8,0,0
8,26.8,1.3,0,0.54
8,14.2,2.7,0,0
8,23.6,4,0,6.43
9,19.1,2.2,0,0.33
9,16.2,3.6,0,0
8,25.5,1.8,0,1.23
4,10.9,3.1,0,3.35
7,14.8,8,0,0
9,16.2,3.6,0,9.96
8,17.3,4.5,0,0
8,19.1,2.2,0,0
3,8.9,8,0,0
9,10.5,4,0,0
8,19.3,4.9,0,0
8,23.4,5.4,0,6.43
8,11.8,4.9,0,9.71
8,17.7,4,0,0
8,17.4,3.1,0,0
8,16.8,3.1,0,0
7,17.9,2.7,0,0
8,16.6,2.7,0,0
8,19.9,4,0,82.75
8,18.9,4.9,0,3.32
8,15.5,8,0,1.94
8,18.9,4.9,0,0
8,18.9,4.9,0,0
9,14.5,7.6,0,3.71
2,4.6,6.3,0,5.39
2,5.1,5.4,0,2.14
2,4.6,0.9,0,6.84
3,10.2,5.8,0,3.18
3,11.2,5.4,0,5.55
3,13.3,3.6,0,6.61
4,13.7,9.4,0,61.13
4,17.6,5.8,0,0
5,18,4,0,38.48
6,14.3,4,0,1.94
6,24.5,3.1,0,70.32
6,26.4,2.7,0,10.08
6,22.7,9.4,0,3.19
7,27.2,1.3,0,1.76
7,26.1,4,0,7.36
7,18.2,4.5,0,2.21
7,22.6,4.9,0,278.53
7,30.2,4.5,0,2.75
7,30.2,4.9,0,0
8,23.4,5.8,0,1.29
8,31,5.4,0,0
8,33.1,4,0,26.43
8,30.6,3.6,0,2.07
8,24.1,6.3,0,2
8,26.4,3.6,0,16.4
8,19.4,7.6,0,46.7
8,20.6,1.3,0,0
8,28.7,4,0,0
8,32.4,4.5,0,0
8,32.4,2.2,0,0
8,27.5,4.5,0,43.32
8,30.8,4.9,0,8.59
8,23.9,2.2,0,0
8,32.6,3.1,0,2.77
8,32.3,2.2,0,14.68
8,33.3,2.7,0,40.54
8,27.3,4.9,6.4,10.82
8,21.6,4.9,0.8,0
8,21.6,4.9,0.8,0
8,20.7,4.9,0.4,0
8,29.2,4.9,0,1.95
8,28.9,4.9,0,49.59
8,26.7,1.8,0,5.8
8,18.5,8.5,0,0
8,25.9,3.6,0,0
8,25.9,3.6,0,0
8,21.1,7.6,1.4,2.17
8,18.2,5.4,0,0.43
8,27.8,2.7,0,0
8,27.8,2.7,0,6.44
8,21.9,5.8,0,54.29
8,21.2,6.7,0,11.16
8,25.6,4,0,0
